Time_history,T_grav_1,T_grav_2,T_grav_3,F_grav_1,F_grav_2,F_grav_3,Euler_history_1,Euler_history_2,Euler_history_3
1.54699882266371,-4.60253433499238e-14,-1.21264739747384e-10,1.55073718476606e-10,-0.0199609309229871,-2.47037651997648e-05,-7.41116738869556e-05,-4.09126711296072e-06,-0.00628985500134549,0.0100199613151945
2.54699882266371,-1.04473531503707e-13,-1.87089294679971e-10,2.281559040787e-10,-0.0199606174158244,-4.06720300960095e-05,-0.000122017778513949,-1.53409360720054e-05,-0.0170498334993742,0.0271609494630081
3.54699882266371,-1.66508119375892e-13,-2.43047612937681e-10,2.7990908620449e-10,-0.0199601507584188,-5.66394630428636e-05,-0.000169922948687502,-4.20240881890124e-05,-0.0330671947050614,0.052676654113788
4.54699882266371,-2.19617440168594e-13,-2.89140254572618e-10,3.10334406995616e-10,-0.0199595309558307,-7.26057374232318e-05,-0.000217826817556482,-9.58472884041028e-05,-0.0543417091994373,0.086566730184439
5.54699882266371,-2.54378852244888e-13,-3.25367001390345e-10,3.19431852589129e-10,-0.0199587580147812,-8.85705266339282e-05,-0.000265729018283843,-0.000192358152430685,-0.0808735627132066,0.128831296105796
6.54699882266371,-2.64460518118739e-13,-3.51728004758743e-10,3.07202055960389e-10,-0.0199578319436516,-0.000104533504089601,-0.000313629184050606,-0.000350946877606504,-0.112662702682279,0.179470205250405
7.54699882266371,-2.46620869508863e-13,-3.68223383507864e-10,2.73645714089196e-10,-0.0199567527524838,-0.000120494343226644,-0.000361526948059802,-0.000594844625402443,-0.149709015067432,0.238483273309885
8.54699882266371,-2.00708295278269e-13,-3.74853099186552e-10,2.1876346424824e-10,-0.0199555204529796,-0.000136452717507125,-0.00040942194354047,-0.00095112384978022,-0.192012357723742,0.305870344588239
9.54699882266371,-1.29661207160927e-13,-3.71617012401937e-10,1.42556072834028e-10,-0.0199541350585011,-0.000152408300422704,-0.000457313803751618,-0.00145069765243609,-0.239572501615233,0.381631254765213
10,-9.07133915691001e-14,-3.66904101995089e-10,1.0101606218262e-10,-0.0199534570927359,-0.000159635191759339,-0.000479007742295478,-0.00173337500587831,-0.26284726255433,0.418706872811196
